List ID	Displayed	Element ID	Value	Label	Description	Drivecom	File
		C307	215	C307	Virtual logical input CMD3.7		
		C308	216	C308	Virtual logical input CMD3.8		
		C309	217	C309	Virtual logical input CMD3.9		
		C310	218	C310	Virtual logical input CMD3.10		
		C311	219	C311	Virtual logical input CMD3.11		
		C312	220	C312	Virtual logical input CMD3.12		
		C313	221	C313	Virtual logical input CMD3.13		
		C314	222	C314	Virtual logical input CMD3.14		
		C315	223	C315	Virtual logical input CMD3.15		
		OL01	240	OL01	Functions blocks : Logical Output 01		
		OL02	241	OL02	Functions blocks : Logical Output 02		
		OL03	242	OL03	Functions blocks : Logical Output 03		
		OL04	243	OL04	Functions blocks : Logical Output 04		
		OL05	244	OL05	Functions blocks : Logical Output 05		
		OL06	245	OL06	Functions blocks : Logical Output 06		
		OL07	246	OL07	Functions blocks : Logical Output 07		
		OL08	247	OL08	Functions blocks : Logical Output 08		
		OL09	248	OL09	Functions blocks : Logical Output 09		
		OL10	249	OL10	Functions blocks : Logical Output 10		

							
PT3V	never	...	...	...	PTC IO extended status		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctPtcTreatment.xml
		COLD	0	COLD	Cold IOExtended PTC		
		HOT	1	HOT	Hot IOExtended PTC		
		OPEN	2	OPEN	Open IOExtended PTC		
		CC	3	CC	CC IOExtended PTC		

							
PTCX	always	...	...	...	PTC management type		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctPtcTreatment.xml
		NO	0	NO	No management		
		AS	1	AS	Always		
		RDS	2	RDS	Ready or run drive status (+ OTF fault)		
		RS	3	RS	Run status (+ OTF fault)		

							
PVIS	always	...	...	...	Parameter visibility type		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Hmi/_Gfx/Src/HmiGfxPrm.xml
		ACT	0	ACT			
		ALL	1	ALL			

							
PWDS	always	...	...	...	Safe password status		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		UNDF	0	UNDF	Password undefined		
		DEF	1	DEF	Password defined		

							
PWT	always	...	...	...	Power type product		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntDrive.xml
		UNK	0	UNK	Unknown power type of products		
		N3	1	N3	Nano3		
		R3C	2	R3C	RS3 Cubic		
		R3B	3	R3B	RS3 Book		

							
QSTD	always	...	...	...	Quick stop mode list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../app/src/AppDrivecomPrj.xml
		FST2	2	FST2	Fast stop then disable voltage		
		FST6	6	FST6	Fast stop then stay in quick stop state		

							
RDS	always	...	...	...	Rate and duplex setting		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Hmi/_Gfx/Src/HmiGfxPrm.xml
		AUTO	0	AUTO			
		10F	1	10F			
		10H	2	10H			
		100F	3	100F			
		100H	4	100H			

							
RPR	always	...	...	...	Reset of run elapsed time list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctPowerElapsedTime.xml
		NO	0	NO	No		
		APH	1	APH	Clear APH		
		RTH	2	RTH	Clear RTH		
		RTHI	3	RTHI	Clear RTHI		
		PTH	4	PTH	Clear PTH		
		ALL	64	ALL	"Clear ALL : APH, RTH, RTHI, PTH"		

							
RPT	always	...	...	...	Shape ramp assignment list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntRampe.xml
		LIN	0	LIN	Linear ramp		
		S	1	S	S ramp		
		U	2	U	U ramp		
		CUS	3	CUS	Customer ramp		

							
RSD	always	...	...	...	Load measurement feedback list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctHighSpeedHoisting.xml
		NO	0	NO	Function not active		
		DRI	1	DRI	Drive motor torque estimation		
		PES	2	PES	External weight measurement		

							
SCMD	always	...	...	...	Slow scope command type		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../es/src/EsSlowScope.xml
		STOP	0	STOP	Stop		
		START	1	STRT	Start		

							
SCS	always	...	...	...	Store customer parameter set list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Configuration/_CfgConfig/Src/CfgConfigPrm.xml
		NO	0	NO	No		
		STR0	1	STR0	Store customer parameter set 0		
		STR1	2	STR1	Store customer parameter set 1		
		STR2	3	STR2	Store customer parameter set 2		

							
SFT	always	...	...	...	Shape ramp assignment list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntPWM.xml
		HF1	1	HF1	Heating optimization		
		HF2	2	HF2	Motor noise optimization		

							
SFTY	always	...	...	...	Safe Drive Status Element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		STD	0	STD	Standard drive		
		SAFE	1	SAFE	Safe drive		

							
SIZE	always	...	...	...	Size of product		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntDrive.xml
		UNK	0	UNK	Unknown size of product		
		1	1	1	Size 1		
		2	2	2	Size 2		
		3	3	3	Size 3		
		4	4	4	Size 4		
		5	5	5	Size 5		

							
SLSS	always	...	...	...	SLS Status Element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		NO	0	NO	SLS is not configured		
		IDLE	1	IDLE	SLS is in IDLE state		
		SS1	2	SS1	SLS ramp in progress		
		SLS	3	SLS	SLS speed limitation in progress		
		STO	4	STO	SLS power removal request in progress		
		FLT	5	FLT	SLS fault		

							
SLT	always	...	...	...	Safe Limited speed Type Element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		TYP1	0	TYP1	SLS type 1		
		TYP2	1	TYP2	SLS type 2		
		TYP3	2	TYP3	SLS type 3		

							
SMOT	always	...	...	...	Status of tune in therm of salliency		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctAutoTuning.xml
		NO	0	NO	Tune not done		
		LLS	1	LLS	Low salliency level (may be SPM)		
		MLS	2	MLS	medium salliency level (may be SPM)		
		HLS	3	HLS	High salliency level (may be IPM)		

							
SOP	always	...	...	...	Attenuation time list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntSurgeVoltage.xml
		6	6	6	6 µS		
		8	8	8	8 µS		
		10	10	10	10 µS		

							
SPIG	always	...	...	...	STOP Ignore List		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_FunctionBlock/Src/FBPrm.xml
		STOP	0	STOP	Stop		
		IGN	1	IGN	Ignore		

							
SPSL	always	...	...	...	Safe logical producers		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		NO	0	NO	Not assigned		
		L34	1	L34	LI 3/4 Low state		
		L56	2	L56	LI 5/6 Low state		
		L3PW	3	L3PW	LI 3/PWRM Low state		
		PWRM	4	PWRM	PWRM Low state		

							
SPST	always	...	...	...	STOP START List		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_FunctionBlock/Src/FBPrm.xml
		STOP	0	STOP	Stop		
		STRT	1	STRT	Start		

							
SS1S	always	...	...	...	SLS Status Element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		NO	0	NO	SS1 is not configured		
		IDLE	1	IDLE	SS1 is in IDLE state		
		SS1	2	SS1	SS1 ramp in progress		
		STO	3	STO	SS1 safe torque off request in progress		
		FLT	4	FLT	SS1 in fault		

							
SSRU	always	...	...	...	SS1 ramp unit element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		1H	0	1H	1 Hz/s		
		10H	1	10H	10 Hz/s		
		100H	2	100H	100 Hz/s		

							
SSSL	always	...	...	...	Safe session state		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		CLOS	0	CLOS	Session is closed		
		OPEN	1	OPEN	Session is opened		

							
STOS	always	...	...	...	Safe Torque Off Status Element		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Safety/Src/SFParameters.xml
		IDLE	0	IDLE	STO not in progress		
		STO	1	STO	STO in progress		
		FLT	2	FLT	STO in fault		

							
STP	always	...	...	...	Controlled stop assignment list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntControledStop.xml
		NO	0	NO	Nothing		
		MMS	1	MMS	DC bus maintain		
		RMP	2	RMP	Ramp deceleration		
		LNF	4	LNF	Drive locked without fault (Lock No Fault)		

							
STR	always	...	...	...	+ / - speed reference saved list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctFasterSlower.xml
		NO	0	NO	No memorization		
		RAM	1	RAM	+ / - speed with saving of the reference in RAM		
		EEP	2	EEP	+ / - speed with saving of the reference in EEPROM		

							
STT	always	...	...	...	Stop mode list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctStopMode.xml
		RMP	0	RMP	Follow ramp		
		FST	1	FST	Fast stop		
		NST	2	NST	Freewheel stop		
		DCI	3	DCI	DC injection stop		

							
STUN	always	...	...	...	Affectations paramètre TUN		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctAutoTuning.xml
		TAB	0	TAB	Default values are used to control the motor		
		MEAS	1	MEAS	Autotune values are used to control the motor		
		CUS	2	CUS	Custom values are used to control the motor		

							
TBR	always	...	...	...	Baud-rate list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../es/src/EsModbus.xml
		NO	0	NO	Not configured		
		AUTO	4	AUTO	Automatic detection		
		300	8	300	300 Bauds		
		600	12	600	600 Bauds		
		1200	16	1K2	1 200 Bauds		
		2400	20	2K4	2 400 Bauds		
		4800	24	4K8	4 800 Bauds		
		9600	28	9K6	9 600 Bauds		
		10000	30	10K	10 000 Bauds		
		19200	32	19K2	19 200 Bauds		
		20000	34	20K	20 000 Bauds		
		28800	35	28K8	28 800 Bauds		
		38400	36	38K4	38 400 Bauds		
		45450	37	45K4	45 450 Bauds		
		50000	38	50K	50 000 Bauds		
		57600	40	57K6	57 600 Bauds		
		93750	42	93K7	93 750 Bauds		
		100K	44	100K	100 000 Bauds		
		115K2	48	115K	115 200 Bauds		
		125K	52	125K	125 000 Bauds		
		156K	53	156K	156 000 Bauds		
		187K5	54	187K	187 500 Bauds		
		230K4	56	230K	230 400 Bauds		
		250K	60	250K	250 000 Bauds		
		460K8	64	460K	460 800 Bauds		
		500K	68	500K	500 000 Bauds		
		625K	69	625K	625 000 Bauds		
		800K	70	800K	800 000 Bauds		
		921K6	72	921K	921 600 Bauds		
		1M	76	1M	1 MBauds		
		1M5	80	1M5	1.5 MBauds		
		2M5	81	2M5	2.5 MBauds		
		3M	82	3M	3 MBauds		
		6M	83	6M	6 MBauds		
		10M	84	10M	10 MBauds		
		5M	86	5M	5 MBauds		
		12M	88	12M	12 MBauds		
		100M	92	100M	100 MBauds		

							
TCC	always	...	...	...	Type of control list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/Fct23wires.xml
		2C	0	2C	2 wires control		
		3C	1	3C	3 wires control		

							
TCT	always	...	...	...	2 wire type control list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/Fct23wires.xml
		LEL	0	LEL	Level detection (0 or 1)		
		TRN	1	TRN	Transition detecting (switching from 0 to 1 or 1 to 0)		
		PFO	2	PFO	Level detection with priority given to forward over reverse		

							
THT	always	...	...	...	Thermal protection type list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntMotor.xml
		NO	0	NO	No thermal protection		
		ACL	1	ACL	Self-ventilated motor		
		FCL	2	FCL	Fan-cooled motor		

							
TUNU	always	...	...	...	Tune usage		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctAutoTuning.xml
		NO	0	NO	Rs measurement		
		TM	1	TM	Thermal motor		
		CT	2	CT	Cold tune		

							
ULR	always	...	...	...	Upload rights		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../_Configuration/_CfgConfig/Src/CfgCodePrm.xml
		ULR0	0	ULR0	"Allowed : means that PowerSuite or the Console can save the whole configuration (password, protections, configuration …). When the configuration is edited, only the non protected parameters will be accessible"		
		ULR1	1	ULR1	Not allowed : means that PowerSuite or the Console cannot save the configuration		

							
URES	always	...	...	...	Supply voltage list (BE CAREFUL : 10V step)		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctDCBusManagement.xml
		200	20	200			
		220	22	220			
		230	23	230			
		240	24	240			
		380	38	380			
		400	40	400			
		440	44	440			
		460	46	460			
		500	50	500			
		LHM	254	LHM			

							
USB	always	...	...	...	Under-voltage setting list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctDCBusManagement.xml
		0	0	0	USF fault and the fault relay is open after UST only if PWM is enable		
		1	1	1	USF fault and the fault relay is kept closed only if PWM is enable		
		2	2	2	USA alarm and fault relay keep closed		

							
VCAI	always	...	...	...	Internal drive rate voltage list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntDrive.xml
		220M	0	M2	220V single-phase		
		480T	1	N4	480V three-phase		

							
VCAL	always	...	...	...	Drive rate voltage list		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../ent/src/EntDrive.xml
		NO	0	NO	Unknown drive rate voltage		
		110M	1	110M	110V single-phase		
		110T	2	110T	110V three-phase		
		220M	3	M2	220V single-phase		
		220T	4	M3	220V three-phase		
		480M	5	480M	480V single-phase		
		480T	6	N4	480V three-phase		
		690M	7	690M	690V single-phase		
		690T	8	S6	690V three-phase		

							
VOLT	always	...	...	...	Voltage desciption		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../fct/src/FctMonitor.xml
		ULNUNK	0	----	Unknow power		

							
VSCP	always	...	...	...	Vscope mode		X:\N3R3_DriveSw\Application\Build\Utils\..\..\_PrjAppRSX\Gp\Gen\../../hdw/src/hdwScopeDrv.xml
		NO	0	NO	Vscope is inactive		
		APP	1	APP	Application adress and MC adresse (with offset) can be selected		
		MC	2	MC	Only MC adresse (without offset) can be selected		
